Sprite,Dex#,Species ID,BST,Available to catch?,Name,Form Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,BST,Showdown ID,Sprite URL
=IMAGE(R501),376,METAGROSS,600,1,Metagross,-,Steel,Psychic,80,135,130,95,90,70,600,metagross,https://play.pokemonshowdown.com/sprites/gen5/metagross.png
=IMAGE(R502),376,METAGROSS,700,1,Metagross (Mega Metagross),Mega Metagross,Steel,Psychic,95,145,130,120,90,120,700,metagross-mega,https://play.pokemonshowdown.com/sprites/gen5/metagross-mega.png
=IMAGE(R503),377,REGIROCK,580,1,Regirock,-,Rock,,80,100,200,50,100,50,580,regirock,https://play.pokemonshowdown.com/sprites/gen5/regirock.png
=IMAGE(R504),378,REGICE,580,1,Regice,-,Ice,,80,50,100,100,200,50,580,regice,https://play.pokemonshowdown.com/sprites/gen5/regice.png
=IMAGE(R505),379,REGISTEEL,580,1,Registeel,-,Steel,,80,75,150,75,150,50,580,registeel,https://play.pokemonshowdown.com/sprites/gen5/registeel.png
=IMAGE(R506),380,LATIAS,600,1,Latias,-,Dragon,Psychic,80,80,90,110,130,110,600,latias,https://play.pokemonshowdown.com/sprites/gen5/latias.png
=IMAGE(R507),380,LATIAS,700,1,Latias (Mega Latias),Mega Latias,Dragon,Psychic,80,100,120,140,150,110,700,latias-mega,https://play.pokemonshowdown.com/sprites/gen5/latias-mega.png
=IMAGE(R508),381,LATIOS,600,1,Latios,-,Dragon,Psychic,80,90,80,130,110,110,600,latios,https://play.pokemonshowdown.com/sprites/gen5/latios.png
=IMAGE(R509),381,LATIOS,700,1,Latios (Mega Latios),Mega Latios,Dragon,Psychic,80,130,100,160,120,110,700,latios-mega,https://play.pokemonshowdown.com/sprites/gen5/latios-mega.png
=IMAGE(R510),382,KYOGRE,670,1,Kyogre,-,Water,,100,100,90,150,140,90,670,kyogre,https://play.pokemonshowdown.com/sprites/gen5/kyogre.png
=IMAGE(R511),382,KYOGRE,770,1,Kyogre (Primal Kyogre),Primal Kyogre,Water,,100,150,90,180,160,90,770,kyogre-primal,https://play.pokemonshowdown.com/sprites/gen5/kyogre-primal.png
=IMAGE(R512),383,GROUDON,670,1,Groudon,-,Ground,,100,150,140,100,90,90,670,groudon,https://play.pokemonshowdown.com/sprites/gen5/groudon.png
=IMAGE(R513),383,GROUDON,770,1,Groudon (Primal Groudon),Primal Groudon,Ground,Fire,100,180,160,150,90,90,770,groudon-primal,https://play.pokemonshowdown.com/sprites/gen5/groudon-primal.png
=IMAGE(R514),384,RAYQUAZA,680,1,Rayquaza,-,Dragon,Flying,105,150,90,150,90,95,680,rayquaza,https://play.pokemonshowdown.com/sprites/gen5/rayquaza.png
=IMAGE(R515),384,RAYQUAZA,780,1,Rayquaza (Mega Rayquaza),Mega Rayquaza,Dragon,Flying,105,180,100,180,100,115,780,rayquaza-mega,https://play.pokemonshowdown.com/sprites/gen5/rayquaza-mega.png
=IMAGE(R516),385,JIRACHI,600,1,Jirachi,-,Steel,Psychic,100,100,100,100,100,100,600,jirachi,https://play.pokemonshowdown.com/sprites/gen5/jirachi.png
=IMAGE(R517),386,DEOXYS,600,1,Deoxys (Normal Forme),-,Psychic,,50,150,50,150,50,150,600,deoxys,https://play.pokemonshowdown.com/sprites/gen5/deoxys.png
=IMAGE(R518),386,DEOXYS,600,1,Deoxys (Attack Forme),Attack Forme,Psychic,,50,180,20,180,20,150,600,deoxys-attack,https://play.pokemonshowdown.com/sprites/gen5/deoxys-attack.png
=IMAGE(R519),386,DEOXYS,600,1,Deoxys (Defense Forme),Defense Forme,Psychic,,50,70,160,70,160,90,600,deoxys-defense,https://play.pokemonshowdown.com/sprites/gen5/deoxys-defense.png
=IMAGE(R520),386,DEOXYS,600,1,Deoxys (Speed Forme),Speed Forme,Psychic,,50,95,90,95,90,180,600,deoxys-speed,https://play.pokemonshowdown.com/sprites/gen5/deoxys-speed.png
=IMAGE(R521),387,TURTWIG,318,1,Turtwig,-,Grass,,55,68,64,45,55,31,318,turtwig,https://play.pokemonshowdown.com/sprites/gen5/turtwig.png
=IMAGE(R522),388,GROTLE,405,1,Grotle,-,Grass,,75,89,85,55,65,36,405,grotle,https://play.pokemonshowdown.com/sprites/gen5/grotle.png
=IMAGE(R523),389,TORTERRA,525,1,Torterra,-,Grass,Ground,95,109,105,75,85,56,525,torterra,https://play.pokemonshowdown.com/sprites/gen5/torterra.png
=IMAGE(R524),390,CHIMCHAR,309,1,Chimchar,-,Fire,,44,58,44,58,44,61,309,chimchar,https://play.pokemonshowdown.com/sprites/gen5/chimchar.png
=IMAGE(R525),391,MONFERNO,405,1,Monferno,-,Fire,Fighting,64,78,52,78,52,81,405,monferno,https://play.pokemonshowdown.com/sprites/gen5/monferno.png
=IMAGE(R526),392,INFERNAPE,534,1,Infernape,-,Fire,Fighting,76,104,71,104,71,108,534,infernape,https://play.pokemonshowdown.com/sprites/gen5/infernape.png
=IMAGE(R527),393,PIPLUP,314,1,Piplup,-,Water,,53,51,53,61,56,40,314,piplup,https://play.pokemonshowdown.com/sprites/gen5/piplup.png
=IMAGE(R528),394,PRINPLUP,405,1,Prinplup,-,Water,,64,66,68,81,76,50,405,prinplup,https://play.pokemonshowdown.com/sprites/gen5/prinplup.png
=IMAGE(R529),395,EMPOLEON,530,1,Empoleon,-,Water,Steel,84,86,88,111,101,60,530,empoleon,https://play.pokemonshowdown.com/sprites/gen5/empoleon.png
=IMAGE(R530),396,STARLY,245,1,Starly,-,Normal,Flying,40,55,30,30,30,60,245,starly,https://play.pokemonshowdown.com/sprites/gen5/starly.png
=IMAGE(R531),397,STARAVIA,340,1,Staravia,-,Normal,Flying,55,75,50,40,40,80,340,staravia,https://play.pokemonshowdown.com/sprites/gen5/staravia.png
=IMAGE(R532),398,STARAPTOR,485,1,Staraptor,-,Normal,Flying,85,120,70,50,60,100,485,staraptor,https://play.pokemonshowdown.com/sprites/gen5/staraptor.png
=IMAGE(R533),398,STARAPTOR,585,1,Staraptor (Mega Staraptor),Mega Staraptor,Fighting,Flying,85,140,100,60,90,110,585,staraptor-mega,https://play.pokemonshowdown.com/sprites/gen5/staraptor-mega.png
=IMAGE(R534),399,BIDOOF,250,1,Bidoof,-,Normal,,59,45,40,35,40,31,250,bidoof,https://play.pokemonshowdown.com/sprites/gen5/bidoof.png
=IMAGE(R535),400,BIBAREL,410,1,Bibarel,-,Normal,Water,79,85,60,55,60,71,410,bibarel,https://play.pokemonshowdown.com/sprites/gen5/bibarel.png
=IMAGE(R536),401,KRICKETOT,194,1,Kricketot,-,Bug,,37,25,41,25,41,25,194,kricketot,https://play.pokemonshowdown.com/sprites/gen5/kricketot.png
=IMAGE(R537),402,KRICKETUNE,384,1,Kricketune,-,Bug,,77,85,51,55,51,65,384,kricketune,https://play.pokemonshowdown.com/sprites/gen5/kricketune.png
=IMAGE(R538),403,SHINX,263,1,Shinx,-,Electric,,45,65,34,40,34,45,263,shinx,https://play.pokemonshowdown.com/sprites/gen5/shinx.png
=IMAGE(R539),404,LUXIO,363,1,Luxio,-,Electric,,60,85,49,60,49,60,363,luxio,https://play.pokemonshowdown.com/sprites/gen5/luxio.png
=IMAGE(R540),405,LUXRAY,523,1,Luxray,-,Electric,,80,120,79,95,79,70,523,luxray,https://play.pokemonshowdown.com/sprites/gen5/luxray.png
=IMAGE(R541),406,BUDEW,280,1,Budew,-,Grass,Poison,40,30,35,50,70,55,280,budew,https://play.pokemonshowdown.com/sprites/gen5/budew.png
=IMAGE(R542),407,ROSERADE,515,1,Roserade,-,Grass,Poison,60,70,65,125,105,90,515,roserade,https://play.pokemonshowdown.com/sprites/gen5/roserade.png
=IMAGE(R543),408,CRANIDOS,350,1,Cranidos,-,Rock,,67,125,40,30,30,58,350,cranidos,https://play.pokemonshowdown.com/sprites/gen5/cranidos.png
=IMAGE(R544),409,RAMPARDOS,495,1,Rampardos,-,Rock,,97,165,60,65,50,58,495,rampardos,https://play.pokemonshowdown.com/sprites/gen5/rampardos.png
=IMAGE(R545),410,SHIELDON,350,1,Shieldon,-,Rock,Steel,30,42,118,42,88,30,350,shieldon,https://play.pokemonshowdown.com/sprites/gen5/shieldon.png
=IMAGE(R546),411,BASTIODON,495,1,Bastiodon,-,Rock,Steel,60,52,168,47,138,30,495,bastiodon,https://play.pokemonshowdown.com/sprites/gen5/bastiodon.png
=IMAGE(R547),412,BURMY,224,1,Burmy (Plant Cloak),-,Bug,,40,29,45,29,45,36,224,burmy,https://play.pokemonshowdown.com/sprites/gen5/burmy.png
=IMAGE(R548),412,BURMY,224,1,Burmy (Sandy Cloak),Sandy Cloak,Bug,,40,29,45,29,45,36,224,burmy-sandy,https://play.pokemonshowdown.com/sprites/gen5/burmy-sandy.png
=IMAGE(R549),412,BURMY,224,1,Burmy (Trash Cloak),Trash Cloak,Bug,,40,29,45,29,45,36,224,burmy-trash,https://play.pokemonshowdown.com/sprites/gen5/burmy-trash.png
=IMAGE(R550),413,WORMADAM,424,1,Wormadam (Plant Cloak),-,Bug,Grass,60,59,85,79,105,36,424,wormadam,https://play.pokemonshowdown.com/sprites/gen5/wormadam.png
=IMAGE(R551),413,WORMADAM,424,1,Wormadam (Sandy Cloak),Sandy Cloak,Bug,Ground,60,79,105,59,85,36,424,wormadam-sandy,https://play.pokemonshowdown.com/sprites/gen5/wormadam-sandy.png
=IMAGE(R552),413,WORMADAM,424,1,Wormadam (Trash Cloak),Trash Cloak,Bug,Steel,60,69,95,69,95,36,424,wormadam-trash,https://play.pokemonshowdown.com/sprites/gen5/wormadam-trash.png
=IMAGE(R553),414,MOTHIM,424,1,Mothim,-,Bug,Flying,70,94,50,94,50,66,424,mothim,https://play.pokemonshowdown.com/sprites/gen5/mothim.png
=IMAGE(R554),415,COMBEE,244,1,Combee,-,Bug,Flying,30,30,42,30,42,70,244,combee,https://play.pokemonshowdown.com/sprites/gen5/combee.png
=IMAGE(R555),416,VESPIQUEN,474,1,Vespiquen,-,Bug,Flying,70,80,102,80,102,40,474,vespiquen,https://play.pokemonshowdown.com/sprites/gen5/vespiquen.png
=IMAGE(R556),417,PACHIRISU,405,1,Pachirisu,-,Electric,,60,45,70,45,90,95,405,pachirisu,https://play.pokemonshowdown.com/sprites/gen5/pachirisu.png
=IMAGE(R557),418,BUIZEL,330,1,Buizel,-,Water,,55,65,35,60,30,85,330,buizel,https://play.pokemonshowdown.com/sprites/gen5/buizel.png
=IMAGE(R558),419,FLOATZEL,495,1,Floatzel,-,Water,,85,105,55,85,50,115,495,floatzel,https://play.pokemonshowdown.com/sprites/gen5/floatzel.png
=IMAGE(R559),420,CHERUBI,275,1,Cherubi,-,Grass,,45,35,45,62,53,35,275,cherubi,https://play.pokemonshowdown.com/sprites/gen5/cherubi.png
=IMAGE(R560),421,CHERRIM,450,1,Cherrim (Overcast Form),-,Grass,,70,60,70,87,78,85,450,cherrim,https://play.pokemonshowdown.com/sprites/gen5/cherrim.png
=IMAGE(R561),421,CHERRIM,450,1,Cherrim (Sunshine Form),Sunshine Form,Grass,,70,60,70,87,78,85,450,cherrim-sunshine,https://play.pokemonshowdown.com/sprites/gen5/cherrim-sunshine.png
=IMAGE(R562),422,SHELLOS,325,1,Shellos (West Sea),-,Water,,76,48,48,57,62,34,325,shellos,https://play.pokemonshowdown.com/sprites/gen5/shellos.png
=IMAGE(R563),422,SHELLOS,325,1,Shellos (East Sea),East Sea,Water,,76,48,48,57,62,34,325,shellos-east,https://play.pokemonshowdown.com/sprites/gen5/shellos-east.png
=IMAGE(R564),423,GASTRODON,475,1,Gastrodon (West Sea),-,Water,Ground,111,83,68,92,82,39,475,gastrodon,https://play.pokemonshowdown.com/sprites/gen5/gastrodon.png
=IMAGE(R565),423,GASTRODON,475,1,Gastrodon (East Sea),East Sea,Water,Ground,111,83,68,92,82,39,475,gastrodon-east,https://play.pokemonshowdown.com/sprites/gen5/gastrodon-east.png
=IMAGE(R566),424,AMBIPOM,482,1,Ambipom,-,Normal,,75,100,66,60,66,115,482,ambipom,https://play.pokemonshowdown.com/sprites/gen5/ambipom.png
=IMAGE(R567),425,DRIFLOON,348,1,Drifloon,-,Ghost,Flying,90,50,34,60,44,70,348,drifloon,https://play.pokemonshowdown.com/sprites/gen5/drifloon.png
=IMAGE(R568),426,DRIFBLIM,498,1,Drifblim,-,Ghost,Flying,150,80,44,90,54,80,498,drifblim,https://play.pokemonshowdown.com/sprites/gen5/drifblim.png
=IMAGE(R569),427,BUNEARY,350,1,Buneary,-,Normal,,55,66,44,44,56,85,350,buneary,https://play.pokemonshowdown.com/sprites/gen5/buneary.png
=IMAGE(R570),428,LOPUNNY,480,1,Lopunny,-,Normal,,65,76,84,54,96,105,480,lopunny,https://play.pokemonshowdown.com/sprites/gen5/lopunny.png
=IMAGE(R571),428,LOPUNNY,580,1,Lopunny (Mega Lopunny),Mega Lopunny,Normal,Fighting,65,136,94,54,96,135,580,lopunny-mega,https://play.pokemonshowdown.com/sprites/gen5/lopunny-mega.png
=IMAGE(R572),429,MISMAGIUS,495,1,Mismagius,-,Ghost,,60,60,60,105,105,105,495,mismagius,https://play.pokemonshowdown.com/sprites/gen5/mismagius.png
=IMAGE(R573),430,HONCHKROW,505,1,Honchkrow,-,Dark,Flying,100,125,52,105,52,71,505,honchkrow,https://play.pokemonshowdown.com/sprites/gen5/honchkrow.png
=IMAGE(R574),431,GLAMEOW,310,1,Glameow,-,Normal,,49,55,42,42,37,85,310,glameow,https://play.pokemonshowdown.com/sprites/gen5/glameow.png
=IMAGE(R575),432,PURUGLY,452,1,Purugly,-,Normal,,71,82,64,64,59,112,452,purugly,https://play.pokemonshowdown.com/sprites/gen5/purugly.png
=IMAGE(R576),433,CHINGLING,285,1,Chingling,-,Psychic,,45,30,50,65,50,45,285,chingling,https://play.pokemonshowdown.com/sprites/gen5/chingling.png
=IMAGE(R577),434,STUNKY,329,1,Stunky,-,Poison,Dark,63,63,47,41,41,74,329,stunky,https://play.pokemonshowdown.com/sprites/gen5/stunky.png
=IMAGE(R578),435,SKUNTANK,479,1,Skuntank,-,Poison,Dark,103,93,67,71,61,84,479,skuntank,https://play.pokemonshowdown.com/sprites/gen5/skuntank.png
=IMAGE(R579),436,BRONZOR,300,1,Bronzor,-,Steel,Psychic,57,24,86,24,86,23,300,bronzor,https://play.pokemonshowdown.com/sprites/gen5/bronzor.png
=IMAGE(R580),437,BRONZONG,500,1,Bronzong,-,Steel,Psychic,67,89,116,79,116,33,500,bronzong,https://play.pokemonshowdown.com/sprites/gen5/bronzong.png
=IMAGE(R581),438,BONSLY,290,1,Bonsly,-,Rock,,50,80,95,10,45,10,290,bonsly,https://play.pokemonshowdown.com/sprites/gen5/bonsly.png
=IMAGE(R582),439,MIMEJR,310,1,Mime Jr.,-,Psychic,Fairy,20,25,45,70,90,60,310,mimejr,https://play.pokemonshowdown.com/sprites/gen5/mimejr.png
=IMAGE(R583),440,HAPPINY,220,1,Happiny,-,Normal,,100,5,5,15,65,30,220,happiny,https://play.pokemonshowdown.com/sprites/gen5/happiny.png
=IMAGE(R584),441,CHATOT,411,1,Chatot,-,Normal,Flying,76,65,45,92,42,91,411,chatot,https://play.pokemonshowdown.com/sprites/gen5/chatot.png
=IMAGE(R585),442,SPIRITOMB,485,1,Spiritomb,-,Ghost,Dark,50,92,108,92,108,35,485,spiritomb,https://play.pokemonshowdown.com/sprites/gen5/spiritomb.png
=IMAGE(R586),443,GIBLE,300,1,Gible,-,Dragon,Ground,58,70,45,40,45,42,300,gible,https://play.pokemonshowdown.com/sprites/gen5/gible.png
=IMAGE(R587),444,GABITE,410,1,Gabite,-,Dragon,Ground,68,90,65,50,55,82,410,gabite,https://play.pokemonshowdown.com/sprites/gen5/gabite.png
=IMAGE(R588),445,GARCHOMP,600,1,Garchomp,-,Dragon,Ground,108,130,95,80,85,102,600,garchomp,https://play.pokemonshowdown.com/sprites/gen5/garchomp.png
=IMAGE(R589),445,GARCHOMP,700,1,Garchomp (Mega Garchomp),Mega Garchomp,Dragon,Ground,108,170,115,120,95,92,700,garchomp-mega,https://play.pokemonshowdown.com/sprites/gen5/garchomp-mega.png
=IMAGE(R590),445,GARCHOMP,700,1,Garchomp (Mega Garchomp Z),Mega Garchomp Z,Dragon,,108,130,85,141,85,151,700,garchomp-megaz,https://play.pokemonshowdown.com/sprites/gen5/garchomp-megaz.png
=IMAGE(R591),446,MUNCHLAX,390,1,Munchlax,-,Normal,,135,85,40,40,85,5,390,munchlax,https://play.pokemonshowdown.com/sprites/gen5/munchlax.png
=IMAGE(R592),447,RIOLU,285,1,Riolu,-,Fighting,,40,70,40,35,40,60,285,riolu,https://play.pokemonshowdown.com/sprites/gen5/riolu.png
=IMAGE(R593),448,LUCARIO,525,1,Lucario,-,Fighting,Steel,70,110,70,115,70,90,525,lucario,https://play.pokemonshowdown.com/sprites/gen5/lucario.png
=IMAGE(R594),448,LUCARIO,625,1,Lucario (Mega Lucario),Mega Lucario,Fighting,Steel,70,145,88,140,70,112,625,lucario-mega,https://play.pokemonshowdown.com/sprites/gen5/lucario-mega.png
=IMAGE(R595),448,LUCARIO,625,1,Lucario (Mega Lucario Z),Mega Lucario Z,Fighting,Steel,70,100,70,164,70,151,625,lucario-megaz,https://play.pokemonshowdown.com/sprites/gen5/lucario-megaz.png
=IMAGE(R596),449,HIPPOPOTAS,330,1,Hippopotas,-,Ground,,68,72,78,38,42,32,330,hippopotas,https://play.pokemonshowdown.com/sprites/gen5/hippopotas.png
=IMAGE(R597),450,HIPPOWDON,525,1,Hippowdon,-,Ground,,108,112,118,68,72,47,525,hippowdon,https://play.pokemonshowdown.com/sprites/gen5/hippowdon.png
=IMAGE(R598),451,SKORUPI,330,1,Skorupi,-,Poison,Bug,40,50,90,30,55,65,330,skorupi,https://play.pokemonshowdown.com/sprites/gen5/skorupi.png
=IMAGE(R599),452,DRAPION,500,1,Drapion,-,Poison,Dark,70,90,110,60,75,95,500,drapion,https://play.pokemonshowdown.com/sprites/gen5/drapion.png
=IMAGE(R600),453,CROAGUNK,300,1,Croagunk,-,Poison,Fighting,48,61,40,61,40,50,300,croagunk,https://play.pokemonshowdown.com/sprites/gen5/croagunk.png
=IMAGE(R601),454,TOXICROAK,490,1,Toxicroak,-,Poison,Fighting,83,106,65,86,65,85,490,toxicroak,https://play.pokemonshowdown.com/sprites/gen5/toxicroak.png
=IMAGE(R602),455,CARNIVINE,454,1,Carnivine,-,Grass,,74,100,72,90,72,46,454,carnivine,https://play.pokemonshowdown.com/sprites/gen5/carnivine.png
=IMAGE(R603),456,FINNEON,330,1,Finneon,-,Water,,49,49,56,49,61,66,330,finneon,https://play.pokemonshowdown.com/sprites/gen5/finneon.png
=IMAGE(R604),457,LUMINEON,460,1,Lumineon,-,Water,,69,69,76,69,86,91,460,lumineon,https://play.pokemonshowdown.com/sprites/gen5/lumineon.png
=IMAGE(R605),458,MANTYKE,345,1,Mantyke,-,Water,Flying,45,20,50,60,120,50,345,mantyke,https://play.pokemonshowdown.com/sprites/gen5/mantyke.png
=IMAGE(R606),459,SNOVER,334,1,Snover,-,Grass,Ice,60,62,50,62,60,40,334,snover,https://play.pokemonshowdown.com/sprites/gen5/snover.png
=IMAGE(R607),460,ABOMASNOW,494,1,Abomasnow,-,Grass,Ice,90,92,75,92,85,60,494,abomasnow,https://play.pokemonshowdown.com/sprites/gen5/abomasnow.png
=IMAGE(R608),460,ABOMASNOW,594,1,Abomasnow (Mega Abomasnow),Mega Abomasnow,Grass,Ice,90,132,105,132,105,30,594,abomasnow-mega,https://play.pokemonshowdown.com/sprites/gen5/abomasnow-mega.png
=IMAGE(R609),461,WEAVILE,510,1,Weavile,-,Dark,Ice,70,120,65,45,85,125,510,weavile,https://play.pokemonshowdown.com/sprites/gen5/weavile.png
=IMAGE(R610),462,MAGNEZONE,535,1,Magnezone,-,Electric,Steel,70,70,115,130,90,60,535,magnezone,https://play.pokemonshowdown.com/sprites/gen5/magnezone.png
=IMAGE(R611),463,LICKILICKY,515,1,Lickilicky,-,Normal,,110,85,95,80,95,50,515,lickilicky,https://play.pokemonshowdown.com/sprites/gen5/lickilicky.png
=IMAGE(R612),464,RHYPERIOR,535,1,Rhyperior,-,Ground,Rock,115,140,130,55,55,40,535,rhyperior,https://play.pokemonshowdown.com/sprites/gen5/rhyperior.png
=IMAGE(R613),465,TANGROWTH,535,1,Tangrowth,-,Grass,,100,100,125,110,50,50,535,tangrowth,https://play.pokemonshowdown.com/sprites/gen5/tangrowth.png
=IMAGE(R614),466,ELECTIVIRE,540,1,Electivire,-,Electric,,75,123,67,95,85,95,540,electivire,https://play.pokemonshowdown.com/sprites/gen5/electivire.png
=IMAGE(R615),467,MAGMORTAR,540,1,Magmortar,-,Fire,,75,95,67,125,95,83,540,magmortar,https://play.pokemonshowdown.com/sprites/gen5/magmortar.png
=IMAGE(R616),468,TOGEKISS,545,1,Togekiss,-,Fairy,Flying,85,50,95,120,115,80,545,togekiss,https://play.pokemonshowdown.com/sprites/gen5/togekiss.png
=IMAGE(R617),469,YANMEGA,515,1,Yanmega,-,Bug,Flying,86,76,86,116,56,95,515,yanmega,https://play.pokemonshowdown.com/sprites/gen5/yanmega.png
=IMAGE(R618),470,LEAFEON,525,1,Leafeon,-,Grass,,65,110,130,60,65,95,525,leafeon,https://play.pokemonshowdown.com/sprites/gen5/leafeon.png
=IMAGE(R619),471,GLACEON,525,1,Glaceon,-,Ice,,65,60,110,130,95,65,525,glaceon,https://play.pokemonshowdown.com/sprites/gen5/glaceon.png
=IMAGE(R620),472,GLISCOR,510,1,Gliscor,-,Ground,Flying,75,95,125,45,75,95,510,gliscor,https://play.pokemonshowdown.com/sprites/gen5/gliscor.png
=IMAGE(R621),473,MAMOSWINE,530,1,Mamoswine,-,Ice,Ground,110,130,80,70,60,80,530,mamoswine,https://play.pokemonshowdown.com/sprites/gen5/mamoswine.png
=IMAGE(R622),474,PORYGONZ,535,1,Porygon-Z,-,Normal,,85,80,70,135,75,90,535,porygonz,https://play.pokemonshowdown.com/sprites/gen5/porygonz.png
=IMAGE(R623),475,GALLADE,518,1,Gallade,-,Psychic,Fighting,68,125,65,65,115,80,518,gallade,https://play.pokemonshowdown.com/sprites/gen5/gallade.png
=IMAGE(R624),475,GALLADE,618,1,Gallade (Mega Gallade),Mega Gallade,Psychic,Fighting,68,165,95,65,115,110,618,gallade-mega,https://play.pokemonshowdown.com/sprites/gen5/gallade-mega.png
=IMAGE(R625),476,PROBOPASS,525,1,Probopass,-,Rock,Steel,60,55,145,75,150,40,525,probopass,https://play.pokemonshowdown.com/sprites/gen5/probopass.png
=IMAGE(R626),477,DUSKNOIR,525,1,Dusknoir,-,Ghost,,45,100,135,65,135,45,525,dusknoir,https://play.pokemonshowdown.com/sprites/gen5/dusknoir.png
=IMAGE(R627),478,FROSLASS,480,1,Froslass,-,Ice,Ghost,70,80,70,80,70,110,480,froslass,https://play.pokemonshowdown.com/sprites/gen5/froslass.png
=IMAGE(R628),478,FROSLASS,580,1,Froslass (Mega Froslass),Mega Froslass,Ice,Ghost,70,80,70,140,100,120,580,froslass-mega,https://play.pokemonshowdown.com/sprites/gen5/froslass-mega.png
=IMAGE(R629),479,ROTOM,440,1,Rotom (Rotom),-,Electric,Ghost,50,50,77,95,77,91,440,rotom,https://play.pokemonshowdown.com/sprites/gen5/rotom.png
=IMAGE(R630),479,ROTOM,520,1,Rotom (Heat Rotom),Heat Rotom,Electric,Fire,50,65,107,105,107,86,520,rotom-heat,https://play.pokemonshowdown.com/sprites/gen5/rotom-heat.png
=IMAGE(R631),479,ROTOM,520,1,Rotom (Wash Rotom),Wash Rotom,Electric,Water,50,65,107,105,107,86,520,rotom-wash,https://play.pokemonshowdown.com/sprites/gen5/rotom-wash.png
=IMAGE(R632),479,ROTOM,520,1,Rotom (Frost Rotom),Frost Rotom,Electric,Ice,50,65,107,105,107,86,520,rotom-frost,https://play.pokemonshowdown.com/sprites/gen5/rotom-frost.png
=IMAGE(R633),479,ROTOM,520,1,Rotom (Fan Rotom),Fan Rotom,Electric,Flying,50,65,107,105,107,86,520,rotom-fan,https://play.pokemonshowdown.com/sprites/gen5/rotom-fan.png
=IMAGE(R634),479,ROTOM,520,1,Rotom (Mow Rotom),Mow Rotom,Electric,Grass,50,65,107,105,107,86,520,rotom-mow,https://play.pokemonshowdown.com/sprites/gen5/rotom-mow.png
=IMAGE(R635),480,UXIE,580,1,Uxie,-,Psychic,,75,75,130,75,130,95,580,uxie,https://play.pokemonshowdown.com/sprites/gen5/uxie.png
=IMAGE(R636),481,MESPRIT,580,1,Mesprit,-,Psychic,,80,105,105,105,105,80,580,mesprit,https://play.pokemonshowdown.com/sprites/gen5/mesprit.png
=IMAGE(R637),482,AZELF,580,1,Azelf,-,Psychic,,75,125,70,125,70,115,580,azelf,https://play.pokemonshowdown.com/sprites/gen5/azelf.png
=IMAGE(R638),483,DIALGA,680,1,Dialga,-,Steel,Dragon,100,120,120,150,100,90,680,dialga,https://play.pokemonshowdown.com/sprites/gen5/dialga.png
=IMAGE(R639),483,DIALGA,680,1,Dialga (Origin Forme),Origin Forme,Steel,Dragon,100,100,120,150,120,90,680,dialga-origin,https://play.pokemonshowdown.com/sprites/gen5/dialga-origin.png
=IMAGE(R640),484,PALKIA,680,1,Palkia,-,Water,Dragon,90,120,100,150,120,100,680,palkia,https://play.pokemonshowdown.com/sprites/gen5/palkia.png
=IMAGE(R641),484,PALKIA,680,1,Palkia (Origin Forme),Origin Forme,Water,Dragon,90,100,100,150,120,120,680,palkia-origin,https://play.pokemonshowdown.com/sprites/gen5/palkia-origin.png
=IMAGE(R642),485,HEATRAN,600,1,Heatran,-,Fire,Steel,91,90,106,130,106,77,600,heatran,https://play.pokemonshowdown.com/sprites/gen5/heatran.png
=IMAGE(R643),485,HEATRAN,700,1,Heatran (Mega Heatran),Mega Heatran,Fire,Steel,91,120,106,175,141,67,700,heatran-mega,https://play.pokemonshowdown.com/sprites/gen5/heatran-mega.png
=IMAGE(R644),486,REGIGIGAS,670,1,Regigigas,-,Normal,,110,160,110,80,110,100,670,regigigas,https://play.pokemonshowdown.com/sprites/gen5/regigigas.png
=IMAGE(R645),487,GIRATINA,680,1,Giratina (Altered Forme),-,Ghost,Dragon,150,100,120,100,120,90,680,giratina,https://play.pokemonshowdown.com/sprites/gen5/giratina.png
=IMAGE(R646),487,GIRATINA,680,1,Giratina (Origin Forme),Origin Forme,Ghost,Dragon,150,120,100,120,100,90,680,giratina-origin,https://play.pokemonshowdown.com/sprites/gen5/giratina-origin.png
